institution_id,year,fall_enrollment_total
US-SOUTHERN-UNIVERSITY-AND-A-AND-M-COLLEGE,2014,6330
US-SOUTHERN-UNIVERSITY-AND-A-AND-M-COLLEGE,2015,6401
US-SOUTHERN-UNIVERSITY-AND-A-AND-M-COLLEGE,2016,5877
US-SOUTHERN-UNIVERSITY-AND-A-AND-M-COLLEGE,2017,6118
US-SOUTHERN-UNIVERSITY-AND-A-AND-M-COLLEGE,2018,6693
US-SOUTHERN-UNIVERSITY-AND-A-AND-M-COLLEGE,2019,7140
US-SOUTHERN-UNIVERSITY-AND-A-AND-M-COLLEGE,2020,6917
US-SOUTHERN-UNIVERSITY-AND-A-AND-M-COLLEGE,2021,8317
US-SOUTHERN-UNIVERSITY-AND-A-AND-M-COLLEGE,2022,8226
US-SOUTHERN-UNIVERSITY-AND-A-AND-M-COLLEGE,2023,8249
US-SOUTHERN-UNIVERSITY-AND-A-AND-M-COLLEGE,2024,
US-NORTHERN-ILLINOIS-UNIVERSITY,2000,23248
US-NORTHERN-ILLINOIS-UNIVERSITY,2001,23783
US-NORTHERN-ILLINOIS-UNIVERSITY,2002,24948
US-NORTHERN-ILLINOIS-UNIVERSITY,2003,25260
US-NORTHERN-ILLINOIS-UNIVERSITY,2004,24820
US-NORTHERN-ILLINOIS-UNIVERSITY,2005,25208
US-NORTHERN-ILLINOIS-UNIVERSITY,2006,25313
US-NORTHERN-ILLINOIS-UNIVERSITY,2007,25254
US-NORTHERN-ILLINOIS-UNIVERSITY,2008,24397
US-NORTHERN-ILLINOIS-UNIVERSITY,2009,24424
US-NORTHERN-ILLINOIS-UNIVERSITY,2010,23850
US-NORTHERN-ILLINOIS-UNIVERSITY,2011,22990
US-NORTHERN-ILLINOIS-UNIVERSITY,2012,21869
US-NORTHERN-ILLINOIS-UNIVERSITY,2013,21138
US-NORTHERN-ILLINOIS-UNIVERSITY,2014,20611
US-NORTHERN-ILLINOIS-UNIVERSITY,2015,20130
US-NORTHERN-ILLINOIS-UNIVERSITY,2016,19015
US-NORTHERN-ILLINOIS-UNIVERSITY,2017,18045
US-NORTHERN-ILLINOIS-UNIVERSITY,2018,17169
US-NORTHERN-ILLINOIS-UNIVERSITY,2019,16609
US-NORTHERN-ILLINOIS-UNIVERSITY,2020,16769
US-NORTHERN-ILLINOIS-UNIVERSITY,2021,16234
US-NORTHERN-ILLINOIS-UNIVERSITY,2022,15649
US-NORTHERN-ILLINOIS-UNIVERSITY,2023,15504
US-NORTHERN-ILLINOIS-UNIVERSITY,2024,
US-SAINT-JOSEPHS-UNIVERSITY,2000,6961
US-SAINT-JOSEPHS-UNIVERSITY,2001,7353
US-SAINT-JOSEPHS-UNIVERSITY,2002,7318
US-SAINT-JOSEPHS-UNIVERSITY,2003,7565
US-SAINT-JOSEPHS-UNIVERSITY,2004,7730
US-SAINT-JOSEPHS-UNIVERSITY,2005,7714
US-SAINT-JOSEPHS-UNIVERSITY,2006,7535
US-SAINT-JOSEPHS-UNIVERSITY,2007,7542
US-SAINT-JOSEPHS-UNIVERSITY,2008,7900
US-SAINT-JOSEPHS-UNIVERSITY,2009,8337
US-SAINT-JOSEPHS-UNIVERSITY,2010,8916
US-SAINT-JOSEPHS-UNIVERSITY,2011,9011
US-SAINT-JOSEPHS-UNIVERSITY,2012,8805
US-SAINT-JOSEPHS-UNIVERSITY,2013,8954
US-SAINT-JOSEPHS-UNIVERSITY,2014,8974
US-SAINT-JOSEPHS-UNIVERSITY,2015,8625
US-SAINT-JOSEPHS-UNIVERSITY,2016,8415
US-SAINT-JOSEPHS-UNIVERSITY,2017,8085
US-SAINT-JOSEPHS-UNIVERSITY,2018,7589
US-SAINT-JOSEPHS-UNIVERSITY,2019,7362
US-SAINT-JOSEPHS-UNIVERSITY,2020,6779
US-SAINT-JOSEPHS-UNIVERSITY,2021,6464
US-SAINT-JOSEPHS-UNIVERSITY,2022,7861
US-SAINT-JOSEPHS-UNIVERSITY,2023,7201
US-SAINT-JOSEPHS-UNIVERSITY,2024,
US-GARDNER-WEBB-UNIVERSITY,2000,3194
US-GARDNER-WEBB-UNIVERSITY,2001,3544
US-GARDNER-WEBB-UNIVERSITY,2002,3805
US-GARDNER-WEBB-UNIVERSITY,2003,3864
US-GARDNER-WEBB-UNIVERSITY,2004,3697
US-GARDNER-WEBB-UNIVERSITY,2005,3709
US-GARDNER-WEBB-UNIVERSITY,2006,3556
US-GARDNER-WEBB-UNIVERSITY,2007,3892
US-GARDNER-WEBB-UNIVERSITY,2008,4070
US-GARDNER-WEBB-UNIVERSITY,2009,3909
US-GARDNER-WEBB-UNIVERSITY,2010,4282
US-GARDNER-WEBB-UNIVERSITY,2011,4703
US-GARDNER-WEBB-UNIVERSITY,2012,4868
US-GARDNER-WEBB-UNIVERSITY,2013,4656
US-GARDNER-WEBB-UNIVERSITY,2014,4470
US-GARDNER-WEBB-UNIVERSITY,2015,4329
US-GARDNER-WEBB-UNIVERSITY,2016,3915
US-GARDNER-WEBB-UNIVERSITY,2017,3818
US-GARDNER-WEBB-UNIVERSITY,2018,3598
US-GARDNER-WEBB-UNIVERSITY,2019,3518
US-GARDNER-WEBB-UNIVERSITY,2020,3536
US-GARDNER-WEBB-UNIVERSITY,2021,3441
US-GARDNER-WEBB-UNIVERSITY,2022,3144
US-GARDNER-WEBB-UNIVERSITY,2023,3125
US-GARDNER-WEBB-UNIVERSITY,2024,
US-LIPSCOMB-UNIVERSITY,2000,2528
US-LIPSCOMB-UNIVERSITY,2001,2621
US-LIPSCOMB-UNIVERSITY,2002,2583
US-LIPSCOMB-UNIVERSITY,2003,2644
US-LIPSCOMB-UNIVERSITY,2004,2535
US-LIPSCOMB-UNIVERSITY,2005,2517
US-LIPSCOMB-UNIVERSITY,2006,2565
US-LIPSCOMB-UNIVERSITY,2007,2744
US-LIPSCOMB-UNIVERSITY,2008,3071
US-LIPSCOMB-UNIVERSITY,2009,3413
US-LIPSCOMB-UNIVERSITY,2010,3742
US-LIPSCOMB-UNIVERSITY,2011,4010
US-LIPSCOMB-UNIVERSITY,2012,4254
US-LIPSCOMB-UNIVERSITY,2013,4580
US-LIPSCOMB-UNIVERSITY,2014,4489
US-LIPSCOMB-UNIVERSITY,2015,4680
US-LIPSCOMB-UNIVERSITY,2016,4632
US-LIPSCOMB-UNIVERSITY,2017,4642
US-LIPSCOMB-UNIVERSITY,2018,4620
US-LIPSCOMB-UNIVERSITY,2019,4595
US-LIPSCOMB-UNIVERSITY,2020,4884
US-LIPSCOMB-UNIVERSITY,2021,4778
US-LIPSCOMB-UNIVERSITY,2022,4898
US-LIPSCOMB-UNIVERSITY,2023,5047
US-LIPSCOMB-UNIVERSITY,2024,
US-TEXAS-WOMANS-UNIVERSITY,2000,8404
US-TEXAS-WOMANS-UNIVERSITY,2001,7928
US-TEXAS-WOMANS-UNIVERSITY,2002,8694
US-TEXAS-WOMANS-UNIVERSITY,2003,9709
US-TEXAS-WOMANS-UNIVERSITY,2004,10750
US-TEXAS-WOMANS-UNIVERSITY,2005,11344
US-TEXAS-WOMANS-UNIVERSITY,2006,11832
US-TEXAS-WOMANS-UNIVERSITY,2007,12168
US-TEXAS-WOMANS-UNIVERSITY,2008,12465
US-TEXAS-WOMANS-UNIVERSITY,2009,13338
US-TEXAS-WOMANS-UNIVERSITY,2010,14180
US-TEXAS-WOMANS-UNIVERSITY,2011,14718
US-TEXAS-WOMANS-UNIVERSITY,2012,15168
US-TEXAS-WOMANS-UNIVERSITY,2013,15058
US-TEXAS-WOMANS-UNIVERSITY,2014,15071
US-TEXAS-WOMANS-UNIVERSITY,2015,15286
US-TEXAS-WOMANS-UNIVERSITY,2016,15655
US-TEXAS-WOMANS-UNIVERSITY,2017,15473
US-TEXAS-WOMANS-UNIVERSITY,2018,15518
US-TEXAS-WOMANS-UNIVERSITY,2019,15886
US-TEXAS-WOMANS-UNIVERSITY,2020,16433
US-TEXAS-WOMANS-UNIVERSITY,2021,16338
US-TEXAS-WOMANS-UNIVERSITY,2022,15958
US-TEXAS-WOMANS-UNIVERSITY,2023,15664
US-TEXAS-WOMANS-UNIVERSITY,2024,
US-UNIVERSITY-OF-THE-INCARNATE-WORD,2000,3702
US-UNIVERSITY-OF-THE-INCARNATE-WORD,2001,4283
US-UNIVERSITY-OF-THE-INCARNATE-WORD,2002,4077
US-UNIVERSITY-OF-THE-INCARNATE-WORD,2003,4333
US-UNIVERSITY-OF-THE-INCARNATE-WORD,2004,4698
US-UNIVERSITY-OF-THE-INCARNATE-WORD,2005,5046
US-UNIVERSITY-OF-THE-INCARNATE-WORD,2006,5388
US-UNIVERSITY-OF-THE-INCARNATE-WORD,2007,5752
US-UNIVERSITY-OF-THE-INCARNATE-WORD,2008,6361
US-UNIVERSITY-OF-THE-INCARNATE-WORD,2009,6756
US-UNIVERSITY-OF-THE-INCARNATE-WORD,2010,7214
US-UNIVERSITY-OF-THE-INCARNATE-WORD,2011,7782
US-UNIVERSITY-OF-THE-INCARNATE-WORD,2012,8442
US-UNIVERSITY-OF-THE-INCARNATE-WORD,2013,8685
US-UNIVERSITY-OF-THE-INCARNATE-WORD,2014,8745
US-UNIVERSITY-OF-THE-INCARNATE-WORD,2015,8666
US-UNIVERSITY-OF-THE-INCARNATE-WORD,2016,8906
US-UNIVERSITY-OF-THE-INCARNATE-WORD,2017,8603
US-UNIVERSITY-OF-THE-INCARNATE-WORD,2018,8263
US-UNIVERSITY-OF-THE-INCARNATE-WORD,2019,8175
US-UNIVERSITY-OF-THE-INCARNATE-WORD,2020,7917
US-UNIVERSITY-OF-THE-INCARNATE-WORD,2021,7508
US-UNIVERSITY-OF-THE-INCARNATE-WORD,2022,7305
US-UNIVERSITY-OF-THE-INCARNATE-WORD,2023,7251
US-UNIVERSITY-OF-THE-INCARNATE-WORD,2024,
US-UNIVERSITY-OF-WESTERN-STATES,2000,364
US-UNIVERSITY-OF-WESTERN-STATES,2001,331
US-UNIVERSITY-OF-WESTERN-STATES,2002,355
US-UNIVERSITY-OF-WESTERN-STATES,2003,372
US-UNIVERSITY-OF-WESTERN-STATES,2004,405
US-UNIVERSITY-OF-WESTERN-STATES,2005,423
US-UNIVERSITY-OF-WESTERN-STATES,2006,433
US-UNIVERSITY-OF-WESTERN-STATES,2007,453
US-UNIVERSITY-OF-WESTERN-STATES,2008,449
US-UNIVERSITY-OF-WESTERN-STATES,2009,474
US-UNIVERSITY-OF-WESTERN-STATES,2010,514
US-UNIVERSITY-OF-WESTERN-STATES,2011,531
US-UNIVERSITY-OF-WESTERN-STATES,2012,589
US-UNIVERSITY-OF-WESTERN-STATES,2013,663
US-UNIVERSITY-OF-WESTERN-STATES,2014,690
US-UNIVERSITY-OF-WESTERN-STATES,2015,839
US-UNIVERSITY-OF-WESTERN-STATES,2016,922
US-UNIVERSITY-OF-WESTERN-STATES,2017,1041
US-UNIVERSITY-OF-WESTERN-STATES,2018,1076
US-UNIVERSITY-OF-WESTERN-STATES,2019,1097
US-UNIVERSITY-OF-WESTERN-STATES,2020,1195
US-UNIVERSITY-OF-WESTERN-STATES,2021,1141
US-UNIVERSITY-OF-WESTERN-STATES,2022,1096
US-UNIVERSITY-OF-WESTERN-STATES,2023,979
US-UNIVERSITY-OF-WESTERN-STATES,2024,
US-DELAWARE-STATE-UNIVERSITY,2000,3103
US-DELAWARE-STATE-UNIVERSITY,2001,3343
US-DELAWARE-STATE-UNIVERSITY,2002,3367
US-DELAWARE-STATE-UNIVERSITY,2003,3178
US-DELAWARE-STATE-UNIVERSITY,2004,3270
US-DELAWARE-STATE-UNIVERSITY,2005,3722
US-DELAWARE-STATE-UNIVERSITY,2006,3690
US-DELAWARE-STATE-UNIVERSITY,2007,3756
US-DELAWARE-STATE-UNIVERSITY,2008,3534
US-DELAWARE-STATE-UNIVERSITY,2009,3609
US-DELAWARE-STATE-UNIVERSITY,2010,3757
US-DELAWARE-STATE-UNIVERSITY,2011,4154
US-DELAWARE-STATE-UNIVERSITY,2012,4324
US-DELAWARE-STATE-UNIVERSITY,2013,4336
US-DELAWARE-STATE-UNIVERSITY,2014,4397
US-DELAWARE-STATE-UNIVERSITY,2015,4288
US-DELAWARE-STATE-UNIVERSITY,2016,4328
US-DELAWARE-STATE-UNIVERSITY,2017,4352
US-DELAWARE-STATE-UNIVERSITY,2018,4586
US-DELAWARE-STATE-UNIVERSITY,2019,4768
US-DELAWARE-STATE-UNIVERSITY,2020,4739
US-DELAWARE-STATE-UNIVERSITY,2021,5200
US-DELAWARE-STATE-UNIVERSITY,2022,5826
US-DELAWARE-STATE-UNIVERSITY,2023,5828
US-DELAWARE-STATE-UNIVERSITY,2024,
US-EAST-TEXAS-A-AND-M-UNIVERSITY,2000,7508
US-EAST-TEXAS-A-AND-M-UNIVERSITY,2001,7988
US-EAST-TEXAS-A-AND-M-UNIVERSITY,2002,8542
US-EAST-TEXAS-A-AND-M-UNIVERSITY,2003,8391
US-EAST-TEXAS-A-AND-M-UNIVERSITY,2004,8620
US-EAST-TEXAS-A-AND-M-UNIVERSITY,2005,8777
US-EAST-TEXAS-A-AND-M-UNIVERSITY,2006,8471
US-EAST-TEXAS-A-AND-M-UNIVERSITY,2007,8813
US-EAST-TEXAS-A-AND-M-UNIVERSITY,2008,8725
US-EAST-TEXAS-A-AND-M-UNIVERSITY,2009,9021
US-EAST-TEXAS-A-AND-M-UNIVERSITY,2010,10787
US-EAST-TEXAS-A-AND-M-UNIVERSITY,2011,11417
US-EAST-TEXAS-A-AND-M-UNIVERSITY,2012,11861
US-EAST-TEXAS-A-AND-M-UNIVERSITY,2013,11591
US-EAST-TEXAS-A-AND-M-UNIVERSITY,2014,12111
US-EAST-TEXAS-A-AND-M-UNIVERSITY,2015,12928
US-EAST-TEXAS-A-AND-M-UNIVERSITY,2016,13514
US-EAST-TEXAS-A-AND-M-UNIVERSITY,2017,13244
US-EAST-TEXAS-A-AND-M-UNIVERSITY,2018,12411
US-EAST-TEXAS-A-AND-M-UNIVERSITY,2019,12109
US-EAST-TEXAS-A-AND-M-UNIVERSITY,2020,12249
US-EAST-TEXAS-A-AND-M-UNIVERSITY,2021,11504
US-EAST-TEXAS-A-AND-M-UNIVERSITY,2022,11306
US-EAST-TEXAS-A-AND-M-UNIVERSITY,2023,12013
US-EAST-TEXAS-A-AND-M-UNIVERSITY,2024,
US-FLORIDA-INSTITUTE-OF-TECHNOLOGY,2000,4248
US-FLORIDA-INSTITUTE-OF-TECHNOLOGY,2001,4409
US-FLORIDA-INSTITUTE-OF-TECHNOLOGY,2002,4506
US-FLORIDA-INSTITUTE-OF-TECHNOLOGY,2003,4689
US-FLORIDA-INSTITUTE-OF-TECHNOLOGY,2004,4683
US-FLORIDA-INSTITUTE-OF-TECHNOLOGY,2005,4745
US-FLORIDA-INSTITUTE-OF-TECHNOLOGY,2006,4741
US-FLORIDA-INSTITUTE-OF-TECHNOLOGY,2007,5118
US-FLORIDA-INSTITUTE-OF-TECHNOLOGY,2008,6400
US-FLORIDA-INSTITUTE-OF-TECHNOLOGY,2009,8227
US-FLORIDA-INSTITUTE-OF-TECHNOLOGY,2010,8985
US-FLORIDA-INSTITUTE-OF-TECHNOLOGY,2011,8980
US-FLORIDA-INSTITUTE-OF-TECHNOLOGY,2012,5384
US-FLORIDA-INSTITUTE-OF-TECHNOLOGY,2013,5644
US-FLORIDA-INSTITUTE-OF-TECHNOLOGY,2014,6393
US-FLORIDA-INSTITUTE-OF-TECHNOLOGY,2015,6631
US-FLORIDA-INSTITUTE-OF-TECHNOLOGY,2016,6451
US-FLORIDA-INSTITUTE-OF-TECHNOLOGY,2017,6379
US-FLORIDA-INSTITUTE-OF-TECHNOLOGY,2018,6271
US-FLORIDA-INSTITUTE-OF-TECHNOLOGY,2019,6022
US-FLORIDA-INSTITUTE-OF-TECHNOLOGY,2020,6775
US-FLORIDA-INSTITUTE-OF-TECHNOLOGY,2021,7830
US-FLORIDA-INSTITUTE-OF-TECHNOLOGY,2022,8315
US-FLORIDA-INSTITUTE-OF-TECHNOLOGY,2023,8516
US-FLORIDA-INSTITUTE-OF-TECHNOLOGY,2024,
US-GEORGIA-SOUTHERN-UNIVERSITY,2000,14184
US-GEORGIA-SOUTHERN-UNIVERSITY,2001,14371
US-GEORGIA-SOUTHERN-UNIVERSITY,2002,15075
US-GEORGIA-SOUTHERN-UNIVERSITY,2003,15704
US-GEORGIA-SOUTHERN-UNIVERSITY,2004,16100
US-GEORGIA-SOUTHERN-UNIVERSITY,2005,16646
US-GEORGIA-SOUTHERN-UNIVERSITY,2006,16425
US-GEORGIA-SOUTHERN-UNIVERSITY,2007,16841
US-GEORGIA-SOUTHERN-UNIVERSITY,2008,17764
US-GEORGIA-SOUTHERN-UNIVERSITY,2009,19086
US-GEORGIA-SOUTHERN-UNIVERSITY,2010,19691
US-GEORGIA-SOUTHERN-UNIVERSITY,2011,20212
US-GEORGIA-SOUTHERN-UNIVERSITY,2012,20574
US-GEORGIA-SOUTHERN-UNIVERSITY,2013,20517
US-GEORGIA-SOUTHERN-UNIVERSITY,2014,20517
US-GEORGIA-SOUTHERN-UNIVERSITY,2015,20459
US-GEORGIA-SOUTHERN-UNIVERSITY,2016,20673
US-GEORGIA-SOUTHERN-UNIVERSITY,2017,20418
US-GEORGIA-SOUTHERN-UNIVERSITY,2018,26408
US-GEORGIA-SOUTHERN-UNIVERSITY,2019,26054
US-GEORGIA-SOUTHERN-UNIVERSITY,2020,26949
US-GEORGIA-SOUTHERN-UNIVERSITY,2021,27076
US-GEORGIA-SOUTHERN-UNIVERSITY,2022,25481
US-GEORGIA-SOUTHERN-UNIVERSITY,2023,26041
US-GEORGIA-SOUTHERN-UNIVERSITY,2024,
US-LOUISIANA-TECH-UNIVERSITY,2000,10363
US-LOUISIANA-TECH-UNIVERSITY,2001,10694
US-LOUISIANA-TECH-UNIVERSITY,2002,11257
US-LOUISIANA-TECH-UNIVERSITY,2003,11960
US-LOUISIANA-TECH-UNIVERSITY,2004,11691
US-LOUISIANA-TECH-UNIVERSITY,2005,11593
US-LOUISIANA-TECH-UNIVERSITY,2006,11203
US-LOUISIANA-TECH-UNIVERSITY,2007,10564
US-LOUISIANA-TECH-UNIVERSITY,2008,10917
US-LOUISIANA-TECH-UNIVERSITY,2009,11264
US-LOUISIANA-TECH-UNIVERSITY,2010,11743
US-LOUISIANA-TECH-UNIVERSITY,2011,11518
US-LOUISIANA-TECH-UNIVERSITY,2012,11304
US-LOUISIANA-TECH-UNIVERSITY,2013,11015
US-LOUISIANA-TECH-UNIVERSITY,2014,11225
US-LOUISIANA-TECH-UNIVERSITY,2015,12371
US-LOUISIANA-TECH-UNIVERSITY,2016,12672
US-LOUISIANA-TECH-UNIVERSITY,2017,12314
US-LOUISIANA-TECH-UNIVERSITY,2018,11909
US-LOUISIANA-TECH-UNIVERSITY,2019,11510
US-LOUISIANA-TECH-UNIVERSITY,2020,11126
US-LOUISIANA-TECH-UNIVERSITY,2021,11037
US-LOUISIANA-TECH-UNIVERSITY,2022,10839
US-LOUISIANA-TECH-UNIVERSITY,2023,11427
US-LOUISIANA-TECH-UNIVERSITY,2024,
US-TENNESSEE-TECHNOLOGICAL-UNIVERSITY,2000,8410
US-TENNESSEE-TECHNOLOGICAL-UNIVERSITY,2001,8653
US-TENNESSEE-TECHNOLOGICAL-UNIVERSITY,2002,8890
US-TENNESSEE-TECHNOLOGICAL-UNIVERSITY,2003,9107
US-TENNESSEE-TECHNOLOGICAL-UNIVERSITY,2004,9217
US-TENNESSEE-TECHNOLOGICAL-UNIVERSITY,2005,9313
US-TENNESSEE-TECHNOLOGICAL-UNIVERSITY,2006,9733
US-TENNESSEE-TECHNOLOGICAL-UNIVERSITY,2007,10321
US-TENNESSEE-TECHNOLOGICAL-UNIVERSITY,2008,10793
US-TENNESSEE-TECHNOLOGICAL-UNIVERSITY,2009,10847
US-TENNESSEE-TECHNOLOGICAL-UNIVERSITY,2010,11538
US-TENNESSEE-TECHNOLOGICAL-UNIVERSITY,2011,11768
US-TENNESSEE-TECHNOLOGICAL-UNIVERSITY,2012,11469
US-TENNESSEE-TECHNOLOGICAL-UNIVERSITY,2013,11118
US-TENNESSEE-TECHNOLOGICAL-UNIVERSITY,2014,11339
US-TENNESSEE-TECHNOLOGICAL-UNIVERSITY,2015,10900
US-TENNESSEE-TECHNOLOGICAL-UNIVERSITY,2016,10493
US-TENNESSEE-TECHNOLOGICAL-UNIVERSITY,2017,10504
US-TENNESSEE-TECHNOLOGICAL-UNIVERSITY,2018,10186
US-TENNESSEE-TECHNOLOGICAL-UNIVERSITY,2019,10140
US-TENNESSEE-TECHNOLOGICAL-UNIVERSITY,2020,10177
US-TENNESSEE-TECHNOLOGICAL-UNIVERSITY,2021,9840
US-TENNESSEE-TECHNOLOGICAL-UNIVERSITY,2022,9902
US-TENNESSEE-TECHNOLOGICAL-UNIVERSITY,2023,10117
US-TENNESSEE-TECHNOLOGICAL-UNIVERSITY,2024,
US-UNIVERSITY-OF-TEXAS-MEDICAL-BRANCH-GALVESTON,2000,1927
US-UNIVERSITY-OF-TEXAS-MEDICAL-BRANCH-GALVESTON,2001,1927
US-UNIVERSITY-OF-TEXAS-MEDICAL-BRANCH-GALVESTON,2002,1938
US-UNIVERSITY-OF-TEXAS-MEDICAL-BRANCH-GALVESTON,2003,1981
US-UNIVERSITY-OF-TEXAS-MEDICAL-BRANCH-GALVESTON,2004,2051
US-UNIVERSITY-OF-TEXAS-MEDICAL-BRANCH-GALVESTON,2005,2172
US-UNIVERSITY-OF-TEXAS-MEDICAL-BRANCH-GALVESTON,2006,2255
US-UNIVERSITY-OF-TEXAS-MEDICAL-BRANCH-GALVESTON,2007,2422
US-UNIVERSITY-OF-TEXAS-MEDICAL-BRANCH-GALVESTON,2008,2338
US-UNIVERSITY-OF-TEXAS-MEDICAL-BRANCH-GALVESTON,2009,2430
US-UNIVERSITY-OF-TEXAS-MEDICAL-BRANCH-GALVESTON,2010,2660
US-UNIVERSITY-OF-TEXAS-MEDICAL-BRANCH-GALVESTON,2011,2825
US-UNIVERSITY-OF-TEXAS-MEDICAL-BRANCH-GALVESTON,2012,3012
US-UNIVERSITY-OF-TEXAS-MEDICAL-BRANCH-GALVESTON,2013,3112
US-UNIVERSITY-OF-TEXAS-MEDICAL-BRANCH-GALVESTON,2014,3211
US-UNIVERSITY-OF-TEXAS-MEDICAL-BRANCH-GALVESTON,2015,3169
US-UNIVERSITY-OF-TEXAS-MEDICAL-BRANCH-GALVESTON,2016,3277
US-UNIVERSITY-OF-TEXAS-MEDICAL-BRANCH-GALVESTON,2017,3302
US-UNIVERSITY-OF-TEXAS-MEDICAL-BRANCH-GALVESTON,2018,3343
US-UNIVERSITY-OF-TEXAS-MEDICAL-BRANCH-GALVESTON,2019,3354
US-UNIVERSITY-OF-TEXAS-MEDICAL-BRANCH-GALVESTON,2020,3458
US-UNIVERSITY-OF-TEXAS-MEDICAL-BRANCH-GALVESTON,2021,3484
US-UNIVERSITY-OF-TEXAS-MEDICAL-BRANCH-GALVESTON,2022,3361
US-UNIVERSITY-OF-TEXAS-MEDICAL-BRANCH-GALVESTON,2023,3315
US-UNIVERSITY-OF-TEXAS-MEDICAL-BRANCH-GALVESTON,2024,
US-UNIVERSITY-OF-NEW-ORLEANS,2000,16218
US-UNIVERSITY-OF-NEW-ORLEANS,2001,17014
US-UNIVERSITY-OF-NEW-ORLEANS,2002,17320
US-UNIVERSITY-OF-NEW-ORLEANS,2003,17360
US-UNIVERSITY-OF-NEW-ORLEANS,2004,17350
US-UNIVERSITY-OF-NEW-ORLEANS,2005,6684
US-UNIVERSITY-OF-NEW-ORLEANS,2006,11747
US-UNIVERSITY-OF-NEW-ORLEANS,2007,11363
US-UNIVERSITY-OF-NEW-ORLEANS,2008,11428
US-UNIVERSITY-OF-NEW-ORLEANS,2009,11724
US-UNIVERSITY-OF-NEW-ORLEANS,2010,11276
US-UNIVERSITY-OF-NEW-ORLEANS,2011,10903
US-UNIVERSITY-OF-NEW-ORLEANS,2012,10071
US-UNIVERSITY-OF-NEW-ORLEANS,2013,9323
US-UNIVERSITY-OF-NEW-ORLEANS,2014,9234
US-UNIVERSITY-OF-NEW-ORLEANS,2015,8423
US-UNIVERSITY-OF-NEW-ORLEANS,2016,8037
US-UNIVERSITY-OF-NEW-ORLEANS,2017,7964
US-UNIVERSITY-OF-NEW-ORLEANS,2018,8151
US-UNIVERSITY-OF-NEW-ORLEANS,2019,8231
US-UNIVERSITY-OF-NEW-ORLEANS,2020,8375
US-UNIVERSITY-OF-NEW-ORLEANS,2021,7953
US-UNIVERSITY-OF-NEW-ORLEANS,2022,7111
US-UNIVERSITY-OF-NEW-ORLEANS,2023,6601
US-UNIVERSITY-OF-NEW-ORLEANS,2024,
US-BAKER-UNIVERSITY,2000,828
US-BAKER-UNIVERSITY,2001,902
US-BAKER-UNIVERSITY,2002,886
US-BAKER-UNIVERSITY,2003,895
US-BAKER-UNIVERSITY,2004,856
US-BAKER-UNIVERSITY,2005,916
US-BAKER-UNIVERSITY,2006,3932
US-BAKER-UNIVERSITY,2007,3959
US-BAKER-UNIVERSITY,2008,4112
US-BAKER-UNIVERSITY,2009,3853
US-BAKER-UNIVERSITY,2010,3661
US-BAKER-UNIVERSITY,2011,3535
US-BAKER-UNIVERSITY,2012,3211
US-BAKER-UNIVERSITY,2013,3076
US-BAKER-UNIVERSITY,2014,2957
US-BAKER-UNIVERSITY,2015,2689
US-BAKER-UNIVERSITY,2016,2726
US-BAKER-UNIVERSITY,2017,2694
US-BAKER-UNIVERSITY,2018,2769
US-BAKER-UNIVERSITY,2019,2595
US-BAKER-UNIVERSITY,2020,2279
US-BAKER-UNIVERSITY,2021,2364
US-BAKER-UNIVERSITY,2022,2105
US-BAKER-UNIVERSITY,2023,1945
US-BAKER-UNIVERSITY,2024,
US-DOMINICAN-UNIVERSITY-NEW-YORK,2000,1636
US-DOMINICAN-UNIVERSITY-NEW-YORK,2001,1618
US-DOMINICAN-UNIVERSITY-NEW-YORK,2002,1657
US-DOMINICAN-UNIVERSITY-NEW-YORK,2003,1406
US-DOMINICAN-UNIVERSITY-NEW-YORK,2004,1414
US-DOMINICAN-UNIVERSITY-NEW-YORK,2005,1563
US-DOMINICAN-UNIVERSITY-NEW-YORK,2006,1782
US-DOMINICAN-UNIVERSITY-NEW-YORK,2007,1931
US-DOMINICAN-UNIVERSITY-NEW-YORK,2008,1977
US-DOMINICAN-UNIVERSITY-NEW-YORK,2009,2099
US-DOMINICAN-UNIVERSITY-NEW-YORK,2010,2070
US-DOMINICAN-UNIVERSITY-NEW-YORK,2011,2058
US-DOMINICAN-UNIVERSITY-NEW-YORK,2012,2051
US-DOMINICAN-UNIVERSITY-NEW-YORK,2013,1998
US-DOMINICAN-UNIVERSITY-NEW-YORK,2014,1980
US-DOMINICAN-UNIVERSITY-NEW-YORK,2015,2061
US-DOMINICAN-UNIVERSITY-NEW-YORK,2016,2012
US-DOMINICAN-UNIVERSITY-NEW-YORK,2017,1954
US-DOMINICAN-UNIVERSITY-NEW-YORK,2018,1956
US-DOMINICAN-UNIVERSITY-NEW-YORK,2019,1868
US-DOMINICAN-UNIVERSITY-NEW-YORK,2020,1724
US-DOMINICAN-UNIVERSITY-NEW-YORK,2021,1527
US-DOMINICAN-UNIVERSITY-NEW-YORK,2022,1407
US-DOMINICAN-UNIVERSITY-NEW-YORK,2023,1378
US-DOMINICAN-UNIVERSITY-NEW-YORK,2024,
US-EDGEWOOD-COLLEGE,2000,2062
US-EDGEWOOD-COLLEGE,2001,2110
US-EDGEWOOD-COLLEGE,2002,2264
US-EDGEWOOD-COLLEGE,2003,2422
US-EDGEWOOD-COLLEGE,2004,2454
US-EDGEWOOD-COLLEGE,2005,2646
