institution_id,year,fall_enrollment_total
US-DUKE-UNIVERSITY,2000,12192
US-DUKE-UNIVERSITY,2001,11926
US-DUKE-UNIVERSITY,2002,12488
US-DUKE-UNIVERSITY,2003,12223
US-DUKE-UNIVERSITY,2004,12770
US-DUKE-UNIVERSITY,2005,14075
US-DUKE-UNIVERSITY,2006,13373
US-DUKE-UNIVERSITY,2007,13598
US-DUKE-UNIVERSITY,2008,14060
US-DUKE-UNIVERSITY,2009,14350
US-DUKE-UNIVERSITY,2010,15016
US-DUKE-UNIVERSITY,2011,15427
US-DUKE-UNIVERSITY,2012,15386
US-DUKE-UNIVERSITY,2013,15467
US-DUKE-UNIVERSITY,2014,15856
US-DUKE-UNIVERSITY,2015,15984
US-DUKE-UNIVERSITY,2016,15735
US-DUKE-UNIVERSITY,2017,16130
US-DUKE-UNIVERSITY,2018,17048
US-DUKE-UNIVERSITY,2019,16768
US-DUKE-UNIVERSITY,2020,16172
US-DUKE-UNIVERSITY,2021,17620
US-DUKE-UNIVERSITY,2022,18023
US-DUKE-UNIVERSITY,2023,17112
US-DUKE-UNIVERSITY,2024,
US-UNIVERSITY-OF-PENNSYLVANIA,2000,21853
US-UNIVERSITY-OF-PENNSYLVANIA,2001,22326
US-UNIVERSITY-OF-PENNSYLVANIA,2002,22769
US-UNIVERSITY-OF-PENNSYLVANIA,2003,23243
US-UNIVERSITY-OF-PENNSYLVANIA,2004,23305
US-UNIVERSITY-OF-PENNSYLVANIA,2005,23704
US-UNIVERSITY-OF-PENNSYLVANIA,2006,23743
US-UNIVERSITY-OF-PENNSYLVANIA,2007,23980
US-UNIVERSITY-OF-PENNSYLVANIA,2008,24107
US-UNIVERSITY-OF-PENNSYLVANIA,2009,24599
US-UNIVERSITY-OF-PENNSYLVANIA,2010,25007
US-UNIVERSITY-OF-PENNSYLVANIA,2011,24832
US-UNIVERSITY-OF-PENNSYLVANIA,2012,24725
US-UNIVERSITY-OF-PENNSYLVANIA,2013,24630
US-UNIVERSITY-OF-PENNSYLVANIA,2014,24806
US-UNIVERSITY-OF-PENNSYLVANIA,2015,24876
US-UNIVERSITY-OF-PENNSYLVANIA,2016,24960
US-UNIVERSITY-OF-PENNSYLVANIA,2017,25367
US-UNIVERSITY-OF-PENNSYLVANIA,2018,25860
US-UNIVERSITY-OF-PENNSYLVANIA,2019,26675
US-UNIVERSITY-OF-PENNSYLVANIA,2020,26552
US-UNIVERSITY-OF-PENNSYLVANIA,2021,28038
US-UNIVERSITY-OF-PENNSYLVANIA,2022,28201
US-UNIVERSITY-OF-PENNSYLVANIA,2023,28711
US-UNIVERSITY-OF-PENNSYLVANIA,2024,
US-BAYLOR-UNIVERSITY,2000,13719
US-BAYLOR-UNIVERSITY,2001,14221
US-BAYLOR-UNIVERSITY,2002,14159
US-BAYLOR-UNIVERSITY,2003,13937
US-BAYLOR-UNIVERSITY,2004,13799
US-BAYLOR-UNIVERSITY,2005,13975
US-BAYLOR-UNIVERSITY,2006,14040
US-BAYLOR-UNIVERSITY,2007,14174
US-BAYLOR-UNIVERSITY,2008,14541
US-BAYLOR-UNIVERSITY,2009,14614
US-BAYLOR-UNIVERSITY,2010,14900
US-BAYLOR-UNIVERSITY,2011,15029
US-BAYLOR-UNIVERSITY,2012,15364
US-BAYLOR-UNIVERSITY,2013,15616
US-BAYLOR-UNIVERSITY,2014,16263
US-BAYLOR-UNIVERSITY,2015,16787
US-BAYLOR-UNIVERSITY,2016,16959
US-BAYLOR-UNIVERSITY,2017,17059
US-BAYLOR-UNIVERSITY,2018,17217
US-BAYLOR-UNIVERSITY,2019,18033
US-BAYLOR-UNIVERSITY,2020,19297
US-BAYLOR-UNIVERSITY,2021,20626
US-BAYLOR-UNIVERSITY,2022,20709
US-BAYLOR-UNIVERSITY,2023,20824
US-BAYLOR-UNIVERSITY,2024,
US-COLUMBIA-UNIVERSITY,2000,19639
US-COLUMBIA-UNIVERSITY,2001,19710
US-COLUMBIA-UNIVERSITY,2002,20583
US-COLUMBIA-UNIVERSITY,2003,21322
US-COLUMBIA-UNIVERSITY,2004,21648
US-COLUMBIA-UNIVERSITY,2005,21983
US-COLUMBIA-UNIVERSITY,2006,22317
US-COLUMBIA-UNIVERSITY,2007,22655
US-COLUMBIA-UNIVERSITY,2008,23196
US-COLUMBIA-UNIVERSITY,2009,24230
US-COLUMBIA-UNIVERSITY,2010,25208
US-COLUMBIA-UNIVERSITY,2011,26050
US-COLUMBIA-UNIVERSITY,2012,26471
US-COLUMBIA-UNIVERSITY,2013,26957
US-COLUMBIA-UNIVERSITY,2014,27589
US-COLUMBIA-UNIVERSITY,2015,28086
US-COLUMBIA-UNIVERSITY,2016,29372
US-COLUMBIA-UNIVERSITY,2017,30404
US-COLUMBIA-UNIVERSITY,2018,31077
US-COLUMBIA-UNIVERSITY,2019,31456
US-COLUMBIA-UNIVERSITY,2020,30135
US-COLUMBIA-UNIVERSITY,2021,33777
US-COLUMBIA-UNIVERSITY,2022,35784
US-COLUMBIA-UNIVERSITY,2023,35279
US-COLUMBIA-UNIVERSITY,2024,
US-UNIVERSITY-OF-SOUTH-CAROLINA,2000,23728
US-UNIVERSITY-OF-SOUTH-CAROLINA,2001,23000
US-UNIVERSITY-OF-SOUTH-CAROLINA,2002,25140
US-UNIVERSITY-OF-SOUTH-CAROLINA,2003,25288
US-UNIVERSITY-OF-SOUTH-CAROLINA,2004,25596
US-UNIVERSITY-OF-SOUTH-CAROLINA,2005,27065
US-UNIVERSITY-OF-SOUTH-CAROLINA,2006,27390
US-UNIVERSITY-OF-SOUTH-CAROLINA,2007,27272
US-UNIVERSITY-OF-SOUTH-CAROLINA,2008,27488
US-UNIVERSITY-OF-SOUTH-CAROLINA,2009,28482
US-UNIVERSITY-OF-SOUTH-CAROLINA,2010,29599
US-UNIVERSITY-OF-SOUTH-CAROLINA,2011,30721
US-UNIVERSITY-OF-SOUTH-CAROLINA,2012,31288
US-UNIVERSITY-OF-SOUTH-CAROLINA,2013,31964
US-UNIVERSITY-OF-SOUTH-CAROLINA,2014,32971
US-UNIVERSITY-OF-SOUTH-CAROLINA,2015,33724
US-UNIVERSITY-OF-SOUTH-CAROLINA,2016,34099
US-UNIVERSITY-OF-SOUTH-CAROLINA,2017,34731
US-UNIVERSITY-OF-SOUTH-CAROLINA,2018,34795
US-UNIVERSITY-OF-SOUTH-CAROLINA,2019,35364
US-UNIVERSITY-OF-SOUTH-CAROLINA,2020,35470
US-UNIVERSITY-OF-SOUTH-CAROLINA,2021,35471
US-UNIVERSITY-OF-SOUTH-CAROLINA,2022,35653
US-UNIVERSITY-OF-SOUTH-CAROLINA,2023,36579
US-UNIVERSITY-OF-SOUTH-CAROLINA,2024,
US-UNIVERSITY-OF-MISSOURI,2000,23309
US-UNIVERSITY-OF-MISSOURI,2001,23667
US-UNIVERSITY-OF-MISSOURI,2002,26124
US-UNIVERSITY-OF-MISSOURI,2003,26805
US-UNIVERSITY-OF-MISSOURI,2004,27003
US-UNIVERSITY-OF-MISSOURI,2005,27930
US-UNIVERSITY-OF-MISSOURI,2006,28184
US-UNIVERSITY-OF-MISSOURI,2007,28405
US-UNIVERSITY-OF-MISSOURI,2008,30130
US-UNIVERSITY-OF-MISSOURI,2009,31237
US-UNIVERSITY-OF-MISSOURI,2010,32341
US-UNIVERSITY-OF-MISSOURI,2011,33762
US-UNIVERSITY-OF-MISSOURI,2012,34704
US-UNIVERSITY-OF-MISSOURI,2013,34616
US-UNIVERSITY-OF-MISSOURI,2014,35425
US-UNIVERSITY-OF-MISSOURI,2015,35424
US-UNIVERSITY-OF-MISSOURI,2016,33239
US-UNIVERSITY-OF-MISSOURI,2017,30844
US-UNIVERSITY-OF-MISSOURI,2018,29843
US-UNIVERSITY-OF-MISSOURI,2019,30014
US-UNIVERSITY-OF-MISSOURI,2020,31089
US-UNIVERSITY-OF-MISSOURI,2021,31401
US-UNIVERSITY-OF-MISSOURI,2022,31304
US-UNIVERSITY-OF-MISSOURI,2023,31013
US-UNIVERSITY-OF-MISSOURI,2024,
US-BOSTON-UNIVERSITY,2000,28318
US-BOSTON-UNIVERSITY,2001,27756
US-BOSTON-UNIVERSITY,2002,28982
US-BOSTON-UNIVERSITY,2003,29049
US-BOSTON-UNIVERSITY,2004,29596
US-BOSTON-UNIVERSITY,2005,30957
US-BOSTON-UNIVERSITY,2006,31574
US-BOSTON-UNIVERSITY,2007,32053
US-BOSTON-UNIVERSITY,2008,31766
US-BOSTON-UNIVERSITY,2009,31960
US-BOSTON-UNIVERSITY,2010,32179
US-BOSTON-UNIVERSITY,2011,32439
US-BOSTON-UNIVERSITY,2012,32603
US-BOSTON-UNIVERSITY,2013,32411
US-BOSTON-UNIVERSITY,2014,32112
US-BOSTON-UNIVERSITY,2015,32158
US-BOSTON-UNIVERSITY,2016,32695
US-BOSTON-UNIVERSITY,2017,33355
US-BOSTON-UNIVERSITY,2018,34657
US-BOSTON-UNIVERSITY,2019,33720
US-BOSTON-UNIVERSITY,2020,32718
US-BOSTON-UNIVERSITY,2021,36104
US-BOSTON-UNIVERSITY,2022,36714
US-BOSTON-UNIVERSITY,2023,36624
US-BOSTON-UNIVERSITY,2024,
US-UNIVERSITY-OF-MICHIGAN,2000,38103
US-UNIVERSITY-OF-MICHIGAN,2001,38248
US-UNIVERSITY-OF-MICHIGAN,2002,38972
US-UNIVERSITY-OF-MICHIGAN,2003,39031
US-UNIVERSITY-OF-MICHIGAN,2004,39533
US-UNIVERSITY-OF-MICHIGAN,2005,39993
US-UNIVERSITY-OF-MICHIGAN,2006,40025
US-UNIVERSITY-OF-MICHIGAN,2007,41042
US-UNIVERSITY-OF-MICHIGAN,2008,41028
US-UNIVERSITY-OF-MICHIGAN,2009,41674
US-UNIVERSITY-OF-MICHIGAN,2010,41924
US-UNIVERSITY-OF-MICHIGAN,2011,42716
US-UNIVERSITY-OF-MICHIGAN,2012,43426
US-UNIVERSITY-OF-MICHIGAN,2013,43710
US-UNIVERSITY-OF-MICHIGAN,2014,43625
US-UNIVERSITY-OF-MICHIGAN,2015,43651
US-UNIVERSITY-OF-MICHIGAN,2016,44718
US-UNIVERSITY-OF-MICHIGAN,2017,46002
US-UNIVERSITY-OF-MICHIGAN,2018,46716
US-UNIVERSITY-OF-MICHIGAN,2019,48090
US-UNIVERSITY-OF-MICHIGAN,2020,47907
US-UNIVERSITY-OF-MICHIGAN,2021,50278
US-UNIVERSITY-OF-MICHIGAN,2022,51225
US-UNIVERSITY-OF-MICHIGAN,2023,52065
US-UNIVERSITY-OF-MICHIGAN,2024,
US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN,2000,38465
US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN,2001,39291
US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN,2002,39999
US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN,2003,40458
US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN,2004,40687
US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN,2005,41938
US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN,2006,42738
US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN,2007,42326
US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN,2008,43246
US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN,2009,43881
US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN,2010,43862
US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN,2011,44407
US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN,2012,44520
US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN,2013,44942
US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN,2014,45140
US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN,2015,45842
US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN,2016,46951
US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN,2017,48216
US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN,2018,49702
US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN,2019,51605
US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN,2020,52679
US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN,2021,56607
US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN,2022,56916
US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN,2023,56563
US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN,2024,
US-IOWA-STATE-UNIVERSITY,2000,26845
US-IOWA-STATE-UNIVERSITY,2001,27823
US-IOWA-STATE-UNIVERSITY,2002,27898
US-IOWA-STATE-UNIVERSITY,2003,27380
US-IOWA-STATE-UNIVERSITY,2004,26380
US-IOWA-STATE-UNIVERSITY,2005,25741
US-IOWA-STATE-UNIVERSITY,2006,25462
US-IOWA-STATE-UNIVERSITY,2007,26160
US-IOWA-STATE-UNIVERSITY,2008,26856
US-IOWA-STATE-UNIVERSITY,2009,27945
US-IOWA-STATE-UNIVERSITY,2010,28682
US-IOWA-STATE-UNIVERSITY,2011,29611
US-IOWA-STATE-UNIVERSITY,2012,30748
US-IOWA-STATE-UNIVERSITY,2013,32955
US-IOWA-STATE-UNIVERSITY,2014,34435
US-IOWA-STATE-UNIVERSITY,2015,35714
US-IOWA-STATE-UNIVERSITY,2016,36350
US-IOWA-STATE-UNIVERSITY,2017,35993
US-IOWA-STATE-UNIVERSITY,2018,34992
US-IOWA-STATE-UNIVERSITY,2019,33372
US-IOWA-STATE-UNIVERSITY,2020,31822
US-IOWA-STATE-UNIVERSITY,2021,30708
US-IOWA-STATE-UNIVERSITY,2022,29969
US-IOWA-STATE-UNIVERSITY,2023,30177
US-IOWA-STATE-UNIVERSITY,2024,
US-UNIVERSITY-OF-WISCONSIN-MADISON,2000,40658
US-UNIVERSITY-OF-WISCONSIN-MADISON,2001,40922
US-UNIVERSITY-OF-WISCONSIN-MADISON,2002,40884
US-UNIVERSITY-OF-WISCONSIN-MADISON,2003,40879
US-UNIVERSITY-OF-WISCONSIN-MADISON,2004,40455
US-UNIVERSITY-OF-WISCONSIN-MADISON,2005,40793
US-UNIVERSITY-OF-WISCONSIN-MADISON,2006,41028
US-UNIVERSITY-OF-WISCONSIN-MADISON,2007,41563
US-UNIVERSITY-OF-WISCONSIN-MADISON,2008,41620
US-UNIVERSITY-OF-WISCONSIN-MADISON,2009,41654
US-UNIVERSITY-OF-WISCONSIN-MADISON,2010,42180
US-UNIVERSITY-OF-WISCONSIN-MADISON,2011,41946
US-UNIVERSITY-OF-WISCONSIN-MADISON,2012,42269
US-UNIVERSITY-OF-WISCONSIN-MADISON,2013,42677
US-UNIVERSITY-OF-WISCONSIN-MADISON,2014,42598
US-UNIVERSITY-OF-WISCONSIN-MADISON,2015,42716
US-UNIVERSITY-OF-WISCONSIN-MADISON,2016,42582
US-UNIVERSITY-OF-WISCONSIN-MADISON,2017,42977
US-UNIVERSITY-OF-WISCONSIN-MADISON,2018,43463
US-UNIVERSITY-OF-WISCONSIN-MADISON,2019,44257
US-UNIVERSITY-OF-WISCONSIN-MADISON,2020,44640
US-UNIVERSITY-OF-WISCONSIN-MADISON,2021,47016
US-UNIVERSITY-OF-WISCONSIN-MADISON,2022,48956
US-UNIVERSITY-OF-WISCONSIN-MADISON,2023,49605
US-UNIVERSITY-OF-WISCONSIN-MADISON,2024,
US-UNIVERSITY-OF-COLORADO-DENVER,2000,13737
US-UNIVERSITY-OF-COLORADO-DENVER,2001,15004
US-UNIVERSITY-OF-COLORADO-DENVER,2002,15596
US-UNIVERSITY-OF-COLORADO-DENVER,2003,15746
US-UNIVERSITY-OF-COLORADO-DENVER,2004,16610
US-UNIVERSITY-OF-COLORADO-DENVER,2005,19766
US-UNIVERSITY-OF-COLORADO-DENVER,2006,20162
US-UNIVERSITY-OF-COLORADO-DENVER,2007,21658
US-UNIVERSITY-OF-COLORADO-DENVER,2008,21903
US-UNIVERSITY-OF-COLORADO-DENVER,2009,23715
US-UNIVERSITY-OF-COLORADO-DENVER,2010,24108
US-UNIVERSITY-OF-COLORADO-DENVER,2011,22495
US-UNIVERSITY-OF-COLORADO-DENVER,2012,22396
US-UNIVERSITY-OF-COLORADO-DENVER,2013,22206
US-UNIVERSITY-OF-COLORADO-DENVER,2014,22791
US-UNIVERSITY-OF-COLORADO-DENVER,2015,23671
US-UNIVERSITY-OF-COLORADO-DENVER,2016,23960
US-UNIVERSITY-OF-COLORADO-DENVER,2017,24839
US-UNIVERSITY-OF-COLORADO-DENVER,2018,25645
US-UNIVERSITY-OF-COLORADO-DENVER,2019,24910
US-UNIVERSITY-OF-COLORADO-DENVER,2020,24723
US-UNIVERSITY-OF-COLORADO-DENVER,2021,24267
US-UNIVERSITY-OF-COLORADO-DENVER,2022,23744
US-UNIVERSITY-OF-COLORADO-DENVER,2023,23409
US-UNIVERSITY-OF-COLORADO-DENVER,2024,
US-UNIVERSITY-OF-IOWA,2000,28311
US-UNIVERSITY-OF-IOWA,2001,28768
US-UNIVERSITY-OF-IOWA,2002,29697
US-UNIVERSITY-OF-IOWA,2003,29745
US-UNIVERSITY-OF-IOWA,2004,28442
US-UNIVERSITY-OF-IOWA,2005,28426
US-UNIVERSITY-OF-IOWA,2006,28816
US-UNIVERSITY-OF-IOWA,2007,29117
US-UNIVERSITY-OF-IOWA,2008,29152
US-UNIVERSITY-OF-IOWA,2009,28987
US-UNIVERSITY-OF-IOWA,2010,29518
US-UNIVERSITY-OF-IOWA,2011,29810
US-UNIVERSITY-OF-IOWA,2012,30129
US-UNIVERSITY-OF-IOWA,2013,29748
US-UNIVERSITY-OF-IOWA,2014,29970
US-UNIVERSITY-OF-IOWA,2015,30844
US-UNIVERSITY-OF-IOWA,2016,32011
US-UNIVERSITY-OF-IOWA,2017,32166
US-UNIVERSITY-OF-IOWA,2018,31656
US-UNIVERSITY-OF-IOWA,2019,31240
US-UNIVERSITY-OF-IOWA,2020,30318
US-UNIVERSITY-OF-IOWA,2021,29909
US-UNIVERSITY-OF-IOWA,2022,30015
US-UNIVERSITY-OF-IOWA,2023,30042
US-UNIVERSITY-OF-IOWA,2024,
US-UNIVERSITY-OF-KANSAS,2000,25920
US-UNIVERSITY-OF-KANSAS,2001,25782
US-UNIVERSITY-OF-KANSAS,2002,26458
US-UNIVERSITY-OF-KANSAS,2003,26814
US-UNIVERSITY-OF-KANSAS,2004,26980
US-UNIVERSITY-OF-KANSAS,2005,26934
US-UNIVERSITY-OF-KANSAS,2006,26773
US-UNIVERSITY-OF-KANSAS,2007,28569
US-UNIVERSITY-OF-KANSAS,2008,29365
US-UNIVERSITY-OF-KANSAS,2009,29242
US-UNIVERSITY-OF-KANSAS,2010,28697
US-UNIVERSITY-OF-KANSAS,2011,27939
US-UNIVERSITY-OF-KANSAS,2012,27135
US-UNIVERSITY-OF-KANSAS,2013,26968
US-UNIVERSITY-OF-KANSAS,2014,27180
US-UNIVERSITY-OF-KANSAS,2015,27259
US-UNIVERSITY-OF-KANSAS,2016,27565
US-UNIVERSITY-OF-KANSAS,2017,27625
US-UNIVERSITY-OF-KANSAS,2018,27690
US-UNIVERSITY-OF-KANSAS,2019,27552
US-UNIVERSITY-OF-KANSAS,2020,26744
US-UNIVERSITY-OF-KANSAS,2021,26780
US-UNIVERSITY-OF-KANSAS,2022,26708
US-UNIVERSITY-OF-KANSAS,2023,28406
US-UNIVERSITY-OF-KANSAS,2024,
US-OHIO-STATE-UNIVERSITY,2000,47952
US-OHIO-STATE-UNIVERSITY,2001,48477
US-OHIO-STATE-UNIVERSITY,2002,49676
US-OHIO-STATE-UNIVERSITY,2003,50731
US-OHIO-STATE-UNIVERSITY,2004,50995
US-OHIO-STATE-UNIVERSITY,2005,50504
US-OHIO-STATE-UNIVERSITY,2006,51818
US-OHIO-STATE-UNIVERSITY,2007,52568
US-OHIO-STATE-UNIVERSITY,2008,53715
US-OHIO-STATE-UNIVERSITY,2009,55014
US-OHIO-STATE-UNIVERSITY,2010,56064
US-OHIO-STATE-UNIVERSITY,2011,56867
US-OHIO-STATE-UNIVERSITY,2012,56387
US-OHIO-STATE-UNIVERSITY,2013,57466
US-OHIO-STATE-UNIVERSITY,2014,58322
US-OHIO-STATE-UNIVERSITY,2015,58663
US-OHIO-STATE-UNIVERSITY,2016,59482
US-OHIO-STATE-UNIVERSITY,2017,59837
US-OHIO-STATE-UNIVERSITY,2018,61170
US-OHIO-STATE-UNIVERSITY,2019,61391
US-OHIO-STATE-UNIVERSITY,2020,61369
US-OHIO-STATE-UNIVERSITY,2021,61677
US-OHIO-STATE-UNIVERSITY,2022,60540
US-OHIO-STATE-UNIVERSITY,2023,60046
US-OHIO-STATE-UNIVERSITY,2024,
US-CORNELL-UNIVERSITY,2000,12043
US-CORNELL-UNIVERSITY,2001,12438
US-CORNELL-UNIVERSITY,2002,12566
US-CORNELL-UNIVERSITY,2003,19620
US-CORNELL-UNIVERSITY,2004,19518
US-CORNELL-UNIVERSITY,2005,19642
US-CORNELL-UNIVERSITY,2006,19639
US-CORNELL-UNIVERSITY,2007,19800
US-CORNELL-UNIVERSITY,2008,20273
US-CORNELL-UNIVERSITY,2009,20633
US-CORNELL-UNIVERSITY,2010,20939
US-CORNELL-UNIVERSITY,2011,21131
US-CORNELL-UNIVERSITY,2012,21424
US-CORNELL-UNIVERSITY,2013,21593
US-CORNELL-UNIVERSITY,2014,21679
US-CORNELL-UNIVERSITY,2015,21904
US-CORNELL-UNIVERSITY,2016,22319
US-CORNELL-UNIVERSITY,2017,23016
US-CORNELL-UNIVERSITY,2018,23600
US-CORNELL-UNIVERSITY,2019,24027
US-CORNELL-UNIVERSITY,2020,23620
US-CORNELL-UNIVERSITY,2021,25582
US-CORNELL-UNIVERSITY,2022,25898
US-CORNELL-UNIVERSITY,2023,26264
US-CORNELL-UNIVERSITY,2024,
US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,2000,45481
US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,2001,46597
US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,2002,48677
US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,2003,49474
US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,2004,50954
US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,2005,51175
US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,2006,50402
US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,2007,50883
US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,2008,51140
US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,2009,51659
US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,2010,51721
US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,2011,52557
US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,2012,51853
US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,2013,51526
US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,2014,51147
US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,2015,50678
US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,2016,51580
US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,2017,51848
US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,2018,50943
US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,2019,51327
US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,2020,52017
US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,2021,52376
US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,2022,54955
US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,2023,54890
US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,2024,
US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE,2000,25890
US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE,2001,26033
US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE,2002,27971
US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE,2003,27281
US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE,2004,27792
US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE,2005,28512
US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE,2006,28901
US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE,2007,29937
US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE,2008,30410
US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE,2009,29934
US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE,2010,30300
US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE,2011,30194
US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE,2012,29833
US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE,2013,30030
US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE,2014,30386
US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE,2015,27845
US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE,2016,28052
US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE,2017,28321
US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE,2018,28894
US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE,2019,29460
US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE,2020,30559
US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE,2021,31701
US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE,2022,33805
US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE,2023,36304
US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE,2024,
US-UNIVERSITY-BUFFALO,2000,24830
US-UNIVERSITY-BUFFALO,2001,25838
US-UNIVERSITY-BUFFALO,2002,26168
US-UNIVERSITY-BUFFALO,2003,27255
US-UNIVERSITY-BUFFALO,2004,27276
US-UNIVERSITY-BUFFALO,2005,27220
US-UNIVERSITY-BUFFALO,2006,27823
US-UNIVERSITY-BUFFALO,2007,28054
US-UNIVERSITY-BUFFALO,2008,28192
US-UNIVERSITY-BUFFALO,2009,28881
US-UNIVERSITY-BUFFALO,2010,29117
US-UNIVERSITY-BUFFALO,2011,28849
US-UNIVERSITY-BUFFALO,2012,28952
US-UNIVERSITY-BUFFALO,2013,29850
US-UNIVERSITY-BUFFALO,2014,29995
US-UNIVERSITY-BUFFALO,2015,29796
US-UNIVERSITY-BUFFALO,2016,30184
US-UNIVERSITY-BUFFALO,2017,30648
US-UNIVERSITY-BUFFALO,2018,31503
US-UNIVERSITY-BUFFALO,2019,31923
US-UNIVERSITY-BUFFALO,2020,32347
US-UNIVERSITY-BUFFALO,2021,32332
US-UNIVERSITY-BUFFALO,2022,32099
US-UNIVERSITY-BUFFALO,2023,31889
US-UNIVERSITY-BUFFALO,2024,
US-LONG-ISLAND-UNIVERSITY,2000,9627
US-LONG-ISLAND-UNIVERSITY,2001,10133
US-LONG-ISLAND-UNIVERSITY,2002,10644
US-LONG-ISLAND-UNIVERSITY,2003,9895
US-LONG-ISLAND-UNIVERSITY,2004,9941
US-LONG-ISLAND-UNIVERSITY,2005,9912
US-LONG-ISLAND-UNIVERSITY,2006,8137
US-LONG-ISLAND-UNIVERSITY,2007,8361
US-LONG-ISLAND-UNIVERSITY,2008,8771
US-LONG-ISLAND-UNIVERSITY,2009,11749
US-LONG-ISLAND-UNIVERSITY,2010,11052
US-LONG-ISLAND-UNIVERSITY,2011,11287
US-LONG-ISLAND-UNIVERSITY,2012,11012
US-LONG-ISLAND-UNIVERSITY,2013,10599
